Network Type,Latitude,Longitude
5G,25.7195968,85.14270902
5G,25.57082768,85.2431486
4G,25.51691179,85.00920475
LTE,25.5559855,85.07964183
3G,25.52385341,85.3015103
4G,25.56036111,85.00466402
4G,25.6672082,84.99992397
5G,25.6690299,85.02397905
LTE,25.50186551,85.04870763
5G,25.64464169,85.3000469
3G,25.63516981,85.30776149
3G,25.61865754,85.0666673
4G,25.66407836,85.26678191
LTE,25.69262753,85.10951889
LTE,25.58793148,85.28773529
3G,25.74831674,85.05006408
LTE,25.66806699,85.14904309
LTE,25.58225228,85.27966465
LTE,25.51344984,85.28793028
5G,25.76420748,85.1838739
5G,25.71352846,85.0471029
4G,25.62804567,85.09595486
LTE,25.70990868,85.14323569
4G,25.47194138,85.19922982
5G,25.61561042,85.069134
5G,25.53949653,85.17630939
4G,25.52546709,85.09083523
4G,25.5069698,85.25992241
LTE,25.74007296,85.18401814
LTE,25.60922038,85.07938151
5G,25.74017334,85.20289902
5G,25.67526757,85.22040584
4G,25.7044768,85.01961356
LTE,25.74845961,85.20731649
4G,25.54826477,85.12737453
4G,25.55386458,85.07296471
4G,25.61904266,85.30992481
LTE,25.46024581,85.08921821
LTE,25.63014061,85.25951664
5G,25.68946341,85.06484426
4G,25.61401498,85.03851174
5G,25.6044993,85.15842986
4G,25.74723489,85.12101785
5G,25.52320819,85.19015615
LTE,25.72886482,85.09295757
LTE,25.7034666,85.19281934
LTE,25.4948263,85.17310837
LTE,25.57223851,85.11584873
5G,25.48228271,85.22847325
3G,25.71918592,85.18775709
LTE,25.63501742,85.01014936
4G,25.7157764,85.14776011
3G,25.55471062,84.9902702
3G,25.64265729,85.08783662
3G,25.7499128,85.19585818
5G,25.52628236,85.1533983
5G,25.46173848,85.23335885
4G,25.71103085,85.24376282
LTE,25.64944318,84.990766
LTE,25.65183106,85.2866637
5G,25.5459782,85.05414184
4G,25.46556163,85.16396798
LTE,25.76921564,85.16495627
5G,25.55609431,85.27164508
3G,25.64498765,85.10542053
4G,25.5234776,85.13350667
4G,25.58405204,85.01784686
3G,25.52576812,85.29484421
LTE,25.54447176,85.24990846
5G,25.73024232,85.20696179
3G,25.66157549,85.09539866
LTE,25.42955478,85.06896579
3G,25.62769652,84.96430619
3G,25.4417531,85.14471402
4G,25.58648911,85.25023879
LTE,25.65994649,85.22124667
LTE,25.55735829,85.05260035
LTE,25.47293749,85.11302663
3G,25.54659449,85.0555397
3G,25.52970554,85.07753648
LTE,25.48417995,85.23046763
3G,25.49681944,85.23287516
5G,25.46640222,85.21100448
4G,25.56463292,85.04321532
4G,25.61431496,85.2174917
4G,25.73644434,85.19314207
3G,25.53062821,85.2621799
3G,25.62670257,85.0464542
LTE,25.47100082,85.20982467
5G,25.63949654,85.21660747
3G,25.6388474,85.03048513
3G,25.51012598,85.28096748
4G,25.57121973,85.01653587
4G,25.75363902,85.2153988
LTE,25.64576677,85.24140427
LTE,25.58599077,85.05950267
4G,25.45743387,85.23965814
3G,25.51800185,85.1734665
LTE,25.64302983,85.11519799
4G,25.54944702,85.06091119
LTE,25.6795616,84.99488054
5G,25.42519166,85.09624632
5G,25.64106415,85.05720462
LTE,25.59794463,84.97526446
5G,25.60426325,85.23976538
3G,25.62960873,85.2630174
LTE,25.71989711,85.19304044
5G,25.45232492,85.17695094
5G,25.64959217,84.99139588
LTE,25.60576646,85.11488775
LTE,25.6941602,85.05957735
4G,25.63002855,85.00096993
5G,25.61278225,85.07719974
LTE,25.50159393,85.12741716
4G,25.55990945,85.22357453
LTE,25.54517748,85.30211684
5G,25.53665919,85.08162381
5G,25.67321477,85.29268036
3G,25.45604769,85.2213204
4G,25.67284254,85.10828634
4G,25.65822281,85.20565385
3G,25.47439356,85.24362094
4G,25.70626826,85.17077635
4G,25.68939691,85.11461497
4G,25.75846467,85.17225762
LTE,25.6969415,85.00577395
5G,25.64942663,85.24483362
4G,25.63277451,85.10747084
LTE,25.47379103,85.17011167
LTE,25.53697757,85.04912934
3G,25.75537068,85.12488991
LTE,25.52285786,85.02151003
3G,25.76458903,85.15265062
3G,25.4285866,85.16288241
4G,25.49560604,85.11454512
4G,25.58026119,85.14425357
3G,25.65707237,85.00352657
LTE,25.67433963,85.200004
LTE,25.54100987,85.12701397
LTE,25.51621548,85.09701643
5G,25.54406839,85.14270814
4G,25.70837171,85.00470627
4G,25.59566321,85.16110847
3G,25.72622332,85.04414246
LTE,25.62034164,85.25141044
3G,25.58321061,85.2503225
4G,25.75009756,85.20767792
3G,25.55729677,85.01484132
3G,25.59028007,85.29243816
4G,25.49069535,85.15075208
5G,25.6237519,85.21051969
5G,25.71690722,85.16263438
5G,25.64174102,85.05381265
5G,25.62735199,85.19299024
LTE,25.65947619,85.19808836
5G,25.55432244,85.1508667
3G,25.54202292,85.22203591
4G,25.43452471,85.18011126
5G,25.66600649,85.19831534
5G,25.62814665,85.20656957
5G,25.52859282,85.26019743
3G,25.58378615,85.11737737
LTE,25.52740135,85.14853758
LTE,25.49826265,85.18272661
5G,25.643191,85.11040169
3G,25.49580353,84.98730339
LTE,25.72658395,85.05069525
LTE,25.68140906,85.15992005
4G,25.72909137,85.19072642
3G,25.62298239,85.11366297
LTE,25.53155168,85.06670604
LTE,25.58205104,85.14007576
4G,25.48494551,85.01044877
3G,25.4786412,85.17550341
LTE,25.63488196,85.20596105
5G,25.75320894,85.14401937
4G,25.63587171,84.99539865
LTE,25.64959165,85.20788521
4G,25.71574278,85.25463791
3G,25.61249833,85.28527976
LTE,25.63546327,85.2235219
5G,25.44388734,85.16182802
3G,25.70378197,85.21096377
LTE,25.56037828,85.00348451
5G,25.62996227,85.07486067
3G,25.64863011,85.13126894
LTE,25.6504681,85.18171989
LTE,25.55639191,85.08038116
5G,25.52509823,85.0642257
5G,25.48041349,85.11693447
LTE,25.69763015,85.10177047
LTE,25.59873042,85.31201942
5G,25.52871445,85.22470133
4G,25.44373666,85.06708917
3G,25.52367994,85.26106535
4G,25.63123761,85.02759556
5G,25.55883508,85.02169178
3G,25.49341007,85.08280274
4G,25.61938203,85.05514613
4G,25.6710621,85.12418721
LTE,25.68916904,85.17192612
4G,25.60089798,85.22869884
3G,25.50234132,85.15378343
3G,25.56714586,85.3056508
LTE,25.64861919,85.03762356
3G,25.50163983,85.19185009
4G,25.55891641,84.99037889
3G,25.56790712,85.04929843
LTE,25.58363541,85.28824996
4G,25.55193621,84.99841451
3G,25.590164,85.00306758
3G,25.57698198,85.30634038
LTE,25.4809891,85.27075128
LTE,25.43158168,85.07540864
3G,25.53279325,85.30382883
3G,25.75245322,85.08979661
LTE,25.58214832,85.29459551
4G,25.61037973,85.15075422
5G,25.58106975,85.06367055
LTE,25.46725406,85.1776725
4G,25.66933864,85.20006503
4G,25.64985441,85.1336201
LTE,25.46525004,85.163656
LTE,25.57184673,85.23145924
4G,25.48397874,85.11110588
5G,25.52772832,85.27436674
3G,25.5847835,84.98779517
3G,25.53371782,84.98616632
LTE,25.60730061,84.96832881
4G,25.59419055,85.21498591
4G,25.72560836,85.23237408
5G,25.72429723,85.22171912
4G,25.56109906,85.11924986
LTE,25.56092347,84.97308872
LTE,25.65356145,85.28781846
5G,25.48446431,85.26696421
3G,25.48649364,85.27286513
3G,25.74960311,85.12346565
LTE,25.65495917,85.29910148
4G,25.63380198,85.28278905
LTE,25.70621051,85.00727411
LTE,25.60558567,85.12774682
3G,25.650218,85.22529979
3G,25.68915979,85.10948614
5G,25.54004061,85.07793987
LTE,25.64821395,84.99758328
5G,25.65030769,85.13413369
3G,25.66941391,84.99944616
4G,25.71631702,85.0788076
3G,25.70692499,85.08965599
4G,25.63354016,85.15108808
3G,25.48696736,85.27099697
4G,25.61059664,84.98216062
4G,25.52709044,85.06615799
3G,25.68761218,85.12816143
3G,25.62343592,85.16425203
4G,25.4977695,85.24538673
LTE,25.60077502,85.28798896
LTE,25.68981253,85.14458046
5G,25.53006994,84.97156724
3G,25.63710445,85.25273686
5G,25.66634441,85.24027049
4G,25.70727741,85.07833145
LTE,25.71577927,85.20671982
5G,25.58857389,85.30119501
4G,25.54655434,85.28147719
LTE,25.51721414,85.17471055
LTE,25.51990315,85.00942648
5G,25.61763999,85.13649812
5G,25.67299183,85.1427055
LTE,25.57722065,85.31355904
5G,25.6119443,85.30549576
3G,25.43558496,85.06745532
LTE,25.64748798,85.16806961
3G,25.50662204,85.00697646
3G,25.69648754,85.25169797
4G,25.73111843,85.05730353
LTE,25.61465004,84.96779689
4G,25.53959163,85.08983327
4G,25.48718755,85.13813645
LTE,25.49057165,85.02139743
4G,25.6013167,85.05755269
5G,25.57206725,85.04460972
4G,25.70876459,85.03007485
LTE,25.50795978,85.0102785
3G,25.59237127,85.0357649
3G,25.74277058,85.21609667
LTE,25.71706031,85.1188377
LTE,25.75922499,85.19536555
5G,25.48411808,85.00765543
LTE,25.48027144,85.2747978
LTE,25.60824067,85.0974552
3G,25.5246781,85.18670785
4G,25.67977014,85.28609676
4G,25.70525603,85.05788523
LTE,25.5597046,85.06010477
4G,25.57064665,85.2894204
5G,25.61928448,85.10527498
LTE,25.47567553,85.13748201
5G,25.48422092,85.17895148
5G,25.64488284,85.07414689
3G,25.61982217,85.31087108
3G,25.53972224,84.99012368
5G,25.59416882,84.9816339
LTE,25.54713634,85.2484458
3G,25.62985123,85.28789795
3G,25.64580524,85.24167362
LTE,25.70538626,85.2348071
3G,25.5498255,84.96430476
5G,25.50295274,85.10243214
4G,25.47763414,85.10303878
5G,25.69928873,85.16537528
3G,25.70257552,85.24420253
4G,25.61798514,85.09071421
LTE,25.50233857,84.99304123
4G,25.57977942,85.21560044
3G,25.64144848,85.1504565
5G,25.54521217,85.05749377
5G,25.46671794,85.09525799
3G,25.65667181,85.01978299
LTE,25.62508462,85.18140254
LTE,25.50802271,85.14885322
3G,25.59933552,85.02497616
LTE,25.54170148,85.07168985
LTE,25.7280407,85.16430933
3G,25.49906686,85.16241837
3G,25.64615843,85.07558297
5G,25.61237361,85.23105158
LTE,25.49979544,85.2898601
5G,25.68419845,85.08574989
LTE,25.48703007,85.20726696
4G,25.45131123,85.12981394
5G,25.44247538,85.10979275
5G,25.53028157,85.17193438
4G,25.70036457,85.08908297
3G,25.62778981,85.24107422
LTE,25.73339207,85.11850479
4G,25.65035733,85.05592961
3G,25.73278063,85.08949622
4G,25.52318053,85.13217942
3G,25.43145122,85.20409404
3G,25.44376577,85.20349152
5G,25.64495093,85.18725997
3G,25.71880022,85.17016368
3G,25.67183998,85.221344
LTE,25.64345468,85.24128205
LTE,25.44115224,85.21033899
3G,25.6223257,85.09065342
3G,25.6622262,85.17863024
5G,25.62265185,85.05589184
3G,25.55149109,85.23300004
LTE,25.58647644,85.27260686
4G,25.56682029,85.01667799
LTE,25.57894159,85.29928711
LTE,25.67634771,85.16424464
4G,25.46035043,85.25026992
5G,25.50128643,85.19386686
LTE,25.73515658,85.22730837
5G,25.65084552,85.0608211
LTE,25.60401449,85.23474353
LTE,25.67828407,85.19820408
LTE,25.75745073,85.16748463
LTE,25.72925472,85.11803793
LTE,25.4861854,85.26445827
5G,25.5947035,85.05042158
5G,25.59967884,85.18054555
5G,25.48561059,85.09953359
3G,25.68307353,85.13564609
5G,25.55224422,85.00535557
4G,25.48577067,85.07353958
LTE,25.47733896,85.10142734
3G,25.46265471,85.20793385
LTE,25.70595009,85.25782866
LTE,25.61853141,85.25130404
3G,25.49369928,85.20031197
3G,25.67137665,85.17264336
LTE,25.4365444,85.12155135
3G,25.57494201,85.29589083
4G,25.7598633,85.09625036
5G,25.43192017,85.16585546
5G,25.41778113,85.13718647
LTE,25.6873044,85.20820912
5G,25.64466135,85.27167766
4G,25.55487334,85.11015463
4G,25.67979649,85.00118929
5G,25.64158794,85.06198712
LTE,25.47492828,85.10445325
4G,25.48099008,85.22833115
4G,25.46675169,85.09712908
LTE,25.67160865,85.08945833
4G,25.71283421,85.02400394
4G,25.62854602,85.07463814
4G,25.43927476,85.18503329
4G,25.72280019,85.16570332
LTE,25.66570244,85.16624503
4G,25.45112259,85.16642705
5G,25.5851934,85.19478587
5G,25.54889268,85.09713052
4G,25.70889297,85.24358006
3G,25.43190749,85.0694058
LTE,25.66993215,85.0419768
5G,25.49170435,85.10118358
4G,25.71314273,85.13295512
LTE,25.50595491,85.29053766
3G,25.71261502,85.07292623
4G,25.51068988,85.08064223
LTE,25.64959142,85.09209163
3G,25.5609931,85.05762357
LTE,25.70996949,85.25847096
3G,25.5896539,85.28700953
5G,25.65450289,85.25813507
LTE,25.51229331,85.0961366
4G,25.63654985,85.08092696
5G,25.68378359,85.18070914
3G,25.46331853,85.05352872
4G,25.5129264,85.01922283
3G,25.69879018,85.20831411
3G,25.75399734,85.06497138
5G,25.6514734,85.05407875
3G,25.59099612,85.29841555
5G,25.61684986,85.23342953
3G,25.58931536,85.19993878
3G,25.50520059,85.11007097
3G,25.46796307,85.09438421
3G,25.44121234,85.20737239
LTE,25.52690582,84.9829273
LTE,25.60248072,85.13294034
4G,25.67893857,85.23974244
3G,25.55904117,84.97976747
5G,25.57418502,85.07494088
3G,25.65517688,85.06069624
3G,25.48623031,85.13402176
4G,25.73162561,85.16619061
LTE,25.58458088,85.06217638
LTE,25.47416091,85.2441255
LTE,25.6552578,85.11674317
5G,25.64486083,85.08925058
4G,25.48775949,85.08664336
4G,25.52364467,85.15391874
LTE,25.51442443,85.21185864
5G,25.55915915,85.17871739
5G,25.48595698,85.19844151
4G,25.73963278,85.13281467
5G,25.54177955,85.24015326
3G,25.4544671,85.17563713
LTE,25.59772392,85.21150427
4G,25.53728687,85.16588529
LTE,25.71001646,85.22995746
3G,25.45388652,85.12986285
5G,25.71500873,85.0886092
5G,25.46355722,85.23491032
4G,25.58726923,85.09569509
3G,25.48159263,85.15292225
LTE,25.69812365,85.18813277
4G,25.58467963,85.29364429
4G,25.64119103,85.2797306
5G,25.47418786,85.19441963
5G,25.44493462,85.15054744
LTE,25.57577423,85.21655465
4G,25.62902853,85.08009903
4G,25.46732956,85.25549237
3G,25.53767571,85.20608349
3G,25.64825394,85.12230023
4G,25.69273327,85.17436134
4G,25.50130947,85.23460104
4G,25.688821,85.120347
4G,25.74727967,85.05859398
3G,25.58191607,85.19947157
LTE,25.61371715,85.14995008
3G,25.43301637,85.18439986
5G,25.54469281,84.99618944
4G,25.62437727,84.97258434
3G,25.63550518,85.12582348
3G,25.65585951,85.07413872
LTE,25.6848518,85.26866888
5G,25.64801581,85.00997738
4G,25.58389884,85.15368355
4G,25.59882087,85.31588359
3G,25.49933792,85.21199782
LTE,25.73439246,85.18575478
5G,25.71066803,85.22529021
5G,25.69598378,85.08589617
5G,25.69871215,85.05637675
3G,25.47943546,85.21034635
3G,25.69516068,85.20518981
5G,25.718001,85.08657253
3G,25.57239268,85.06630709
4G,25.65688898,85.0074006
5G,25.46316092,85.15803496
5G,25.5444564,85.004998
LTE,25.53598806,85.29457668
3G,25.58766539,85.21493322
4G,25.69141882,85.26558482
3G,25.54683321,85.26254714
5G,25.71856273,85.22178954
5G,25.70090082,85.27022226
4G,25.44064658,85.13205383
3G,25.63853811,85.0903154
3G,25.53481996,85.02988109
LTE,25.52729972,85.03600759
5G,25.43926639,85.13366797
LTE,25.66466205,85.00650557
5G,25.62855109,85.06709679
4G,25.6945875,85.06978785
4G,25.55046488,85.22740812
LTE,25.48747269,85.15082963
4G,25.49201555,85.15054002
LTE,25.43465027,85.06424603
5G,25.66933936,85.18920771
LTE,25.68182864,85.27201865
LTE,25.58493389,85.21421386
4G,25.56832515,85.21395559
4G,25.58610214,85.13043628
LTE,25.64706033,85.09577576
5G,25.51061855,85.15006284
4G,25.69478602,85.26130987
4G,25.5733908,85.18046373
LTE,25.65780237,85.08634143
3G,25.62175779,85.28069155
LTE,25.57282826,85.02072235
4G,25.60441283,85.03201593
LTE,25.68694142,84.98828985
5G,25.55160104,85.04168391
LTE,25.4506202,85.08544162
5G,25.58530381,85.28060159
LTE,25.52438528,85.01336663
4G,25.67196417,85.24400573
4G,25.6715251,84.98806332
3G,25.60082315,85.10807802
5G,25.54503855,85.08779913
3G,25.60249711,85.12445713
5G,25.65027246,85.19149873
4G,25.51379216,84.99856945
LTE,25.59221988,85.0046396
5G,25.60501365,85.11716682
3G,25.62802917,85.03405558
5G,25.51463816,85.28211777
5G,25.47170798,85.06105294
LTE,25.65869271,85.05890933
3G,25.67446776,85.14821529
5G,25.68272088,85.26315087
LTE,25.47230466,85.19217947
4G,25.65155278,85.01076257
4G,25.69666684,85.07372927
3G,25.70463834,84.9999289
4G,25.76470781,85.14401959
LTE,25.56234937,85.07019206
4G,25.53761511,84.97184441
5G,25.48583304,85.23574408
3G,25.52618899,85.13336175
4G,25.46654654,85.0979575
4G,25.74017965,85.14496079
5G,25.5496929,85.03063568
3G,25.47639086,85.18931731
4G,25.43559608,85.18527723
5G,25.50626415,85.05139644
5G,25.54147808,85.10300688
4G,25.48597471,85.18628264
5G,25.58672577,85.25063679
4G,25.6791992,85.25959326
3G,25.67689651,85.28667853
5G,25.45970834,85.15542578
LTE,25.54517591,84.97444569
3G,25.4914597,85.23504937
4G,25.62128778,85.28404422
4G,25.61425917,85.07800284
3G,25.49514175,85.20960812
LTE,25.53627477,85.16342764
3G,25.7193597,85.22010043
5G,25.51272389,84.98836628
3G,25.69667809,85.02624954
5G,25.59313637,85.07362085
LTE,25.45008654,85.04565199
5G,25.76291423,85.1336177
3G,25.61233667,85.0344613
4G,25.55524784,84.99641331
5G,25.44311474,85.1287985
4G,25.69526195,85.03530418
4G,25.58287214,84.95838713
5G,25.58662291,85.10568356
LTE,25.6320451,85.03231258
5G,25.62423841,85.26691364
5G,25.45750344,85.14608834
4G,25.62771714,84.9685081
LTE,25.65510084,85.01150624
LTE,25.64060254,85.23487756
LTE,25.70466073,85.24277543
3G,25.5558392,85.2190181
LTE,25.61693325,85.02217488
5G,25.55824274,85.27931761
LTE,25.56536814,85.10987126
4G,25.73653716,85.05426238
4G,25.66645086,84.99468526
LTE,25.45320867,85.21603236
LTE,25.56986818,85.1387138
LTE,25.66551671,85.01948862
4G,25.58236965,85.11095846
3G,25.70944743,85.14549766
4G,25.68049528,85.16899442
3G,25.51683609,85.02252192
4G,25.45032876,85.08214982
5G,25.56844841,85.03531947
4G,25.6931895,85.10719619
LTE,25.6602553,85.264137
LTE,25.58867934,85.1026566
3G,25.52064108,85.12196698
3G,25.48573636,85.14328506
LTE,25.72476401,85.15466864
3G,25.56062392,85.05849512
4G,25.46888683,85.13278173
5G,25.58586117,85.26020511
3G,25.51552302,85.07140287
LTE,25.69520391,85.26759483
LTE,25.72908835,85.07241977
LTE,25.53752057,85.05588212
LTE,25.59973432,84.96626381
4G,25.6483678,85.1265986
5G,25.60475633,85.17319973
3G,25.56264153,85.18401684
4G,25.54477059,85.19448733
4G,25.54686599,85.09079437
5G,25.57870958,85.30216824
4G,25.6069793,85.00898509
3G,25.57918677,85.29955288
3G,25.69866404,85.09852945
4G,25.46325652,85.10477155
3G,25.61821367,85.14054618
3G,25.66012734,85.03353662
4G,25.57020003,85.01121955
3G,25.54688657,84.97518202
4G,25.76830947,85.13198929
4G,25.63080571,85.27883128
5G,25.60034218,85.05132559
5G,25.6564434,85.23108301
3G,25.70047165,85.12770079
LTE,25.6755941,85.19599309
5G,25.49477835,85.14603729
5G,25.62105033,85.13907573
4G,25.48404014,85.25353042
4G,25.76682918,85.12440301
LTE,25.46282671,85.10537966
5G,25.51079203,85.27768006
5G,25.6386698,85.09133846
4G,25.60857697,85.00832502
LTE,25.55341089,85.14535249
LTE,25.72803505,85.13382045
5G,25.70169621,85.26367399
3G,25.59199225,85.18582679
5G,25.65903888,85.27346761
LTE,25.76008748,85.17741972
3G,25.57192801,85.02918489
5G,25.53516268,85.27136142
5G,25.44450243,85.106573
LTE,25.76552553,85.12902683
3G,25.5478371,85.0281932
LTE,25.70149722,85.19483422
4G,25.51156142,85.08499468
3G,25.58999782,85.2922462
3G,25.68647645,84.98501598
3G,25.62010398,85.07528727
LTE,25.68147884,85.01100751
LTE,25.49687421,85.28265254
LTE,25.71369864,85.04155822
3G,25.51693836,85.22279477
5G,25.64894032,85.01384435
4G,25.66848896,85.17593764
3G,25.49430567,84.99966483
LTE,25.69004567,85.27505346
4G,25.50174992,85.02630761
4G,25.61149897,85.13889595
3G,25.61059965,85.18756126
5G,25.59011057,85.01243042
5G,25.45480416,85.2244838
4G,25.42954318,85.18136269
LTE,25.73934332,85.08590777
5G,25.61958242,85.07573077
3G,25.73384215,85.15162636
4G,25.42819144,85.07865662
4G,25.64949973,85.16782516
5G,25.46721589,85.19412322
3G,25.41685695,85.1524548
4G,25.74352868,85.18786898
4G,25.74037587,85.23130758
LTE,25.66489394,85.15010655
3G,25.43010642,85.08967451
LTE,25.629614,85.26283167
LTE,25.71810716,85.20493855
LTE,25.58856246,85.13986141
LTE,25.53126738,85.16677299
5G,25.60159379,85.07192548
LTE,25.72481869,85.25757882
4G,25.65136794,85.04045318
4G,25.57662153,85.22487391
3G,25.5997297,85.07376037
3G,25.51319774,85.0466706
5G,25.56781775,85.20762749
3G,25.63783317,85.22419549
4G,25.59079404,85.0434402
4G,25.68389283,85.11566601
5G,25.56448473,85.08509337
3G,25.67998091,85.06415541
LTE,25.66349317,85.04204938
LTE,25.73042397,85.10116391
4G,25.52462981,85.2782038
4G,25.58782327,85.10293239
4G,25.62369587,85.27150848
4G,25.53873299,84.9718275
LTE,25.57431572,85.22995559
4G,25.66828255,85.01028503
5G,25.64335488,85.02740336
3G,25.57549598,85.11143973
4G,25.48352513,85.02306432
3G,25.42363147,85.15628026
4G,25.64129225,85.09806904
4G,25.6813513,85.29351219
LTE,25.61121578,85.15388786
5G,25.70791295,85.18834203
5G,25.71940126,85.04494125
5G,25.71457517,85.23635986
LTE,25.480548,85.07391821
4G,25.71130292,85.26149426
3G,25.66483156,85.15577169
5G,25.55682447,85.10560251
4G,25.65815406,85.16361824
3G,25.57910019,85.29341987
LTE,25.56033855,85.22670266
LTE,25.50368837,85.28412666
4G,25.56596272,84.9748687
3G,25.61046796,85.00915162
4G,25.44953665,85.10569353
4G,25.75582147,85.08705707
LTE,25.57018317,85.13474806
3G,25.43972304,85.1112631
5G,25.56917157,85.045363
5G,25.6140194,85.03010696
LTE,25.64415779,85.05953238
5G,25.61168576,85.20893566
LTE,25.76911744,85.15536039
4G,25.488157,85.00333762
4G,25.49580088,85.28254078
5G,25.63855797,84.98968674
5G,25.46113457,85.11018477
5G,25.70938645,85.08958282
LTE,25.7160909,85.08529212
4G,25.50745106,85.16303122
4G,25.69076171,85.08695821
4G,25.66689918,85.19436154
3G,25.72790621,85.05785475
3G,25.68264288,85.12889999
LTE,25.72250697,85.14435054
4G,25.60388351,85.20979739
4G,25.74303906,85.07968115
5G,25.58252237,84.98532827
LTE,25.65882402,85.26646938
5G,25.54081274,85.15030255
4G,25.46329379,85.13106129
3G,25.64003979,85.00424818
5G,25.67842341,85.03072093
3G,25.71242042,85.26519906
5G,25.58709251,85.00869742
4G,25.63524832,85.23228576
LTE,25.60442018,85.13996915
3G,25.76387773,85.13016753
3G,25.45345141,85.05942284
4G,25.66655085,85.27668853
4G,25.5348284,85.13393729
4G,25.49110844,85.12540557
LTE,25.52689424,85.17596655
5G,25.65310954,85.00100945
3G,25.6718646,85.20679465
LTE,25.63087268,85.23368427
3G,25.65932187,85.22043383
LTE,25.75201617,85.06054035
4G,25.47526669,85.13948687
LTE,25.58413372,85.04630866
5G,25.46950851,85.05521629
LTE,25.45683215,85.18634944
3G,25.6472671,85.02381041
4G,25.50214536,85.19845011
LTE,25.63375516,85.20043739
3G,25.64167199,85.24100262
LTE,25.59808139,85.01761243
3G,25.46249397,85.2512723
3G,25.70149172,85.01022106
LTE,25.61023826,85.21811315
LTE,25.43600944,85.06987268
LTE,25.61396754,85.27147265
5G,25.53554114,85.26177918
4G,25.67573103,85.02987837
4G,25.73024242,85.22755125
3G,25.73549686,85.03947497
LTE,25.7117402,85.15422249
3G,25.60025614,85.19097268
LTE,25.59395567,85.1353952
3G,25.46434532,85.08715955
4G,25.54290963,85.00980382
3G,25.56336664,85.00254068
LTE,25.44521559,85.18560662
LTE,25.64508151,85.14425545
3G,25.53202935,85.22032716
3G,25.64287449,85.04780161
4G,25.51347074,85.02646742
4G,25.46610218,85.04251121
LTE,25.55830693,84.9723002
4G,25.5824686,85.25937835
3G,25.6737588,85.04395461
4G,25.62963799,84.99956394
5G,25.59753045,85.27277523
4G,25.69869745,85.1184902
4G,25.58189174,85.09190267
4G,25.56963193,85.22042482
5G,25.74539299,85.18209766
3G,25.5763992,85.00258024
3G,25.44387924,85.09534727
4G,25.473846,85.2449962
4G,25.58342118,84.99523029
4G,25.53539827,85.04114947
5G,25.72932084,85.24934815
4G,25.76711356,85.14682418
3G,25.62160754,85.11003165
5G,25.67594564,85.12167267
3G,25.46652606,85.02501208
3G,25.60025111,85.15461007
5G,25.63813536,85.07810949
3G,25.48137356,85.11171725
4G,25.49044488,85.28260362
3G,25.62321372,85.29675654
5G,25.7090413,85.15473305
3G,25.59921203,85.04718085
5G,25.62709638,85.21348055
3G,25.47981391,85.02773886
3G,25.58690768,85.20725009
LTE,25.58066404,85.13205633
LTE,25.6542795,84.9761439
5G,25.76381776,85.19177286
4G,25.64197881,84.9714315
3G,25.68675721,85.2280552
4G,25.48980081,85.16900891
3G,25.70071585,85.19718047
3G,25.5698453,85.00384736
5G,25.50107509,85.0211916
LTE,25.64782015,85.02927599
3G,25.6549107,85.0116801
3G,25.4563671,85.15353236
LTE,25.64128705,85.13503696
5G,25.6004089,85.07098557
4G,25.76730864,85.17030541
LTE,25.55017824,85.08682022
LTE,25.74263405,85.18378831
4G,25.49032967,85.02921174
3G,25.59138056,85.26530082
3G,25.59045802,85.28770285
4G,25.57002466,85.27875
5G,25.46876857,85.04113411
4G,25.48310782,85.06796634
4G,25.64200021,85.11235659
4G,25.62135737,85.29421061
3G,25.68368829,85.06074983
3G,25.71557356,85.13340776
5G,25.70744154,85.06238156
5G,25.58824385,85.18846794
5G,25.63164035,85.13144765
3G,25.62481271,85.16702558
4G,25.6802124,84.98047155
LTE,25.67938791,85.0901018
LTE,25.67167143,85.19130075
LTE,25.56919385,85.12659283
4G,25.75316726,85.14492392
LTE,25.6719503,85.0752115
3G,25.58323898,84.99081679
LTE,25.52558675,85.20223218
LTE,25.48468511,85.02470658
3G,25.51221848,85.1770874
LTE,25.75566848,85.18856789
4G,25.72597271,85.17972907
4G,25.62961712,85.1889394
3G,25.47050218,85.01858541
5G,25.47181338,85.10545857
LTE,25.69560359,85.08294591
3G,25.57373979,85.18988813
LTE,25.61215669,85.013254
LTE,25.55599004,85.23514157
LTE,25.70432206,85.27887491
4G,25.6765468,85.20627861
LTE,25.67049511,85.19354744
3G,25.51593268,85.16801748
LTE,25.62956716,85.1745657
4G,25.65967266,85.19964975
5G,25.51707628,85.05256981
5G,25.7634341,85.17624643
4G,25.50998084,85.16729399
5G,25.74977223,85.21450848
4G,25.72016995,85.11844765
4G,25.53704307,85.16529389
3G,25.57948028,85.19328493
4G,25.58860606,85.25346155
5G,25.69130929,85.20740843
LTE,25.49940935,85.08783577
5G,25.73183357,85.06755708
3G,25.55731852,85.00995775
LTE,25.66033632,85.20500064
4G,25.6311656,85.14690239
3G,25.67307098,85.23439607
3G,25.67432999,85.22747635
3G,25.69855133,85.10506675
5G,25.70333591,85.20940015
5G,25.56140293,85.22010459
LTE,25.68453643,85.22489266
4G,25.53344872,85.07316554
5G,25.42158938,85.13574979
4G,25.51526658,84.99106581
5G,25.52344526,85.00962139
4G,25.6454848,85.27270454
LTE,25.75277193,85.09684638
LTE,25.60406283,85.15147658
5G,25.56076726,85.18058819
LTE,25.51638151,85.02738529
