Network Type,Latitude,Longitude
5G,25.67633655,85.26364491
3G,25.62248322,85.05824057
5G,25.72933135,85.24720281
LTE,25.6413762,84.96474629
LTE,25.66033101,85.12575681
LTE,25.72425188,85.240769
LTE,25.70606053,85.02304131
LTE,25.42608465,85.08037166
5G,25.70609091,85.02297327
4G,25.68904122,85.12876718
4G,25.51395474,85.27746485
5G,25.61613276,85.13127799
5G,25.75517369,85.18759749
4G,25.548509,84.99551415
5G,25.57830058,85.10579025
5G,25.51201446,85.24851262
3G,25.59883325,85.27247759
5G,25.65812325,85.15893121
3G,25.62577185,85.16722024
LTE,25.71506757,85.21895847
LTE,25.49549733,85.2687121
LTE,25.49247144,85.09684828
3G,25.56732755,84.98307054
4G,25.73964466,85.06052367
4G,25.48404958,85.07163855
5G,25.47926705,85.16132047
3G,25.57316806,85.07865523
5G,25.65144899,84.98714115
3G,25.47435264,85.08334565
4G,25.59654112,85.04153182
LTE,25.55681842,85.30992505
LTE,25.6272914,85.28187316
4G,25.47402793,85.02177149
3G,25.59973791,85.18067103
4G,25.53281518,85.04275435
5G,25.71092184,85.23639741
4G,25.5327691,85.03139774
5G,25.50195138,85.1500844
5G,25.69436196,85.16555449
4G,25.67527824,85.23944436
3G,25.7570677,85.08884004
LTE,25.72853048,85.03823569
5G,25.68009989,85.20727695
5G,25.56324703,85.09257995
3G,25.45785045,85.18911324
3G,25.71408483,85.09964947
LTE,25.54936041,85.02277164
4G,25.69336468,85.0965671
3G,25.46174615,85.01859404
3G,25.6754589,85.05667634
LTE,25.58584376,85.17898703
LTE,25.64458075,85.1733281
3G,25.70823478,85.02159851
LTE,25.56816581,85.12425687
5G,25.59909324,85.31699356
5G,25.58751022,85.25245342
LTE,25.66533954,85.12284612
4G,25.66262395,85.11213738
LTE,25.67238151,84.98832763
5G,25.63975923,85.28290855
5G,25.64323296,85.04840634
LTE,25.56572697,84.97746204
LTE,25.63071213,85.14939587
5G,25.68621488,85.19605928
5G,25.6694444,84.98906534
3G,25.69191306,85.19685979
5G,25.67516645,85.24212912
3G,25.73966395,85.22875696
3G,25.73752952,85.16446983
3G,25.61521097,85.25599818
3G,25.48014806,85.15048317
4G,25.72224575,85.06176544
LTE,25.60165981,85.30942223
LTE,25.7295596,85.20633514
4G,25.71537898,85.26707913
4G,25.45483017,85.20529236
3G,25.56371155,85.18128635
3G,25.44635293,85.06458439
5G,25.45042986,85.17713523
5G,25.56134605,85.2855793
4G,25.60093818,85.02781357
LTE,25.65165986,85.06530674
5G,25.66127154,85.2821989
4G,25.54146008,84.9958804
5G,25.46918337,85.1086155
4G,25.55711285,85.28667082
4G,25.54594329,85.28003925
3G,25.651979,85.11275899
4G,25.57952818,85.01320135
5G,25.56224528,85.18971626
4G,25.51619482,85.26805055
4G,25.63370871,84.97137779
5G,25.60450959,85.23960724
5G,25.47038974,85.03414749
4G,25.60928388,85.01448606
4G,25.47940485,85.05784187
3G,25.61340383,85.25119879
3G,25.56347817,85.01558829
4G,25.55096331,85.20011346
5G,25.4467695,85.1150827
5G,25.57045835,85.26360068
3G,25.59360998,85.29531456
LTE,25.4699122,85.13121269
LTE,25.52013434,85.28206194
3G,25.5810704,84.96367154
3G,25.49052566,85.09982731
4G,25.51050057,85.07998719
3G,25.51247385,84.99739304
4G,25.62664328,84.96231301
5G,25.57358667,85.09698317
5G,25.56169029,85.15066651
3G,25.6435435,85.117998
4G,25.60582768,85.12587083
3G,25.44724879,85.13476322
4G,25.50198108,85.15599224
LTE,25.47591712,85.19741067
5G,25.55167601,85.02215939
4G,25.64482285,85.06871913
LTE,25.57085905,85.18484128
3G,25.54389987,85.07169975
3G,25.59256099,85.2764978
4G,25.45803923,85.12370139
3G,25.49868677,85.00012602
LTE,25.72790027,85.18035367
5G,25.74118223,85.0682795
5G,25.61578298,85.1800553
4G,25.59573576,85.25974337
3G,25.51581436,85.0382591
4G,25.62143839,85.16616289
5G,25.55791145,85.20102249
5G,25.53909302,84.9684342
3G,25.67721732,85.07758678
3G,25.54643715,84.97101143
5G,25.74120175,85.20080169
5G,25.55474256,85.29532408
4G,25.73255312,85.12515126
5G,25.49823197,85.17144152
4G,25.44588399,85.07742337
LTE,25.44905503,85.09890318
3G,25.5307032,84.98732207
3G,25.72166973,85.01793639
LTE,25.478972,85.22893256
4G,25.76156523,85.09510132
3G,25.56069613,85.15990466
5G,25.73215509,85.1893666
3G,25.53412003,85.04624487
5G,25.58339976,85.25490903
4G,25.55445085,84.97895366
4G,25.67716484,85.03577328
5G,25.41988116,85.17200884
3G,25.66715071,84.98715356
4G,25.65871019,85.16237382
5G,25.54674625,85.19926752
4G,25.61848042,85.14486285
5G,25.62913863,84.99672034
4G,25.68680663,85.13224788
LTE,25.43020667,85.15016336
5G,25.67098163,85.2789653
5G,25.42301876,85.11053277
4G,25.72131266,85.11869433
3G,25.59358369,85.30038745
3G,25.50758915,85.08213133
LTE,25.5468114,85.24144075
3G,25.62543235,84.99118704
5G,25.59017146,85.14250827
5G,25.5080402,85.13965085
3G,25.42672917,85.20059456
4G,25.56274048,85.14545976
3G,25.65819389,85.075414
3G,25.6722012,85.08053092
5G,25.47363837,85.15739975
3G,25.5452189,85.19409513
5G,25.58559988,85.01435443
5G,25.51060529,85.27355705
5G,25.48803875,85.16020708
3G,25.55514701,85.11168085
4G,25.53754521,85.30679312
4G,25.52610927,85.28134077
5G,25.70907145,85.04198229
LTE,25.69564041,85.03518671
5G,25.52959466,84.98581132
4G,25.49477093,85.06698944
4G,25.53510043,85.29249214
3G,25.63234487,85.07997098
LTE,25.71543821,85.0129279
3G,25.5399159,85.17321333
LTE,25.69852085,85.28222119
3G,25.57444693,84.98244752
LTE,25.66762008,85.11379352
4G,25.58765553,85.07351603
5G,25.68977864,85.23619064
5G,25.60888391,85.03198454
5G,25.48115919,85.21029302
4G,25.71713314,85.1630958
3G,25.53612449,85.25297882
LTE,25.66368537,85.24496342
3G,25.48393757,85.09623692
3G,25.68006076,85.06610721
4G,25.61315072,85.11586334
4G,25.60530706,85.18555031
4G,25.54332173,84.9862312
LTE,25.43067977,85.1587045
5G,25.43859408,85.12156836
5G,25.50737321,85.20323711
4G,25.63110867,85.16418542
4G,25.52903631,85.13382461
3G,25.65718315,85.00561898
3G,25.49790309,85.20781112
4G,25.53075871,84.99758426
3G,25.49858538,85.23695814
3G,25.60586196,85.08168525
3G,25.67165217,85.07660516
5G,25.67499809,85.0642404
3G,25.60373361,84.96192167
3G,25.74074007,85.11698738
LTE,25.54021151,85.0738135
3G,25.46150792,85.25160827
4G,25.47524681,85.17224501
3G,25.63525116,85.22444104
LTE,25.63184995,84.98025927
4G,25.62372654,85.23449001
4G,25.43764411,85.14405634
5G,25.53601421,85.18097624
3G,25.67678814,85.09740621
4G,25.70167878,85.08420772
5G,25.61918118,85.14870091
LTE,25.61037468,85.18443057
5G,25.72062598,85.0493501
4G,25.493499,85.18920347
3G,25.48731259,85.27809505
3G,25.44598808,85.17785406
LTE,25.68820831,85.04952385
LTE,25.59396902,85.18799498
5G,25.45824633,85.11588117
5G,25.46064811,85.15791526
4G,25.72442109,85.22564252
LTE,25.55315961,85.06192809
3G,25.72646434,85.15588347
4G,25.65672895,85.13672899
4G,25.68252648,85.27800315
3G,25.53561868,85.02399311
3G,25.48666255,85.18747487
LTE,25.65389276,85.03503279
LTE,25.44346897,85.04104984
5G,25.64281919,85.22178627
3G,25.56201798,85.26976576
3G,25.47863529,85.18204879
LTE,25.54738791,85.12665666
5G,25.47002527,85.20171093
3G,25.69183606,85.15043174
3G,25.43652125,85.09505332
LTE,25.49028802,84.99797099
4G,25.55465515,85.15422684
3G,25.50687803,85.22842212
LTE,25.55538075,85.06190929
3G,25.71487486,85.20654669
5G,25.46648133,85.04449829
3G,25.74697952,85.08564139
3G,25.67052109,85.06325963
4G,25.66066238,85.19953353
3G,25.68269824,85.24372342
5G,25.5375848,85.28732923
LTE,25.46761657,85.1165884
LTE,25.60852564,85.1692362
3G,25.46888512,85.16684159
5G,25.5940697,85.04766498
LTE,25.50303641,85.27719578
4G,25.71237348,85.20835405
4G,25.61427733,84.98969773
LTE,25.75392039,85.12935915
3G,25.50255987,85.00014059
5G,25.62920013,85.00126719
5G,25.57590593,85.08890379
5G,25.61560859,84.96058849
LTE,25.63677357,85.20086699
5G,25.69302797,85.05566464
LTE,25.53043608,85.04327831
3G,25.47507574,85.21431201
3G,25.6652654,85.05117744
3G,25.51434995,85.11723549
5G,25.55983162,85.18474397
5G,25.68984325,85.26048713
3G,25.72589447,85.02206554
LTE,25.72248665,85.24782709
3G,25.68171567,85.06071015
LTE,25.57592266,85.08239863
3G,25.63404362,85.24845053
4G,25.43641638,85.16324122
4G,25.56647531,85.24375098
3G,25.62339301,85.13074854
5G,25.68272812,84.99887768
5G,25.70103484,85.27010782
3G,25.73476601,85.06428419
LTE,25.60107355,85.1593608
4G,25.70802101,85.18435094
LTE,25.71514984,85.04138306
4G,25.5006859,85.00478798
LTE,25.4639341,85.09289899
4G,25.61936568,85.11614049
5G,25.64187165,84.99619482
4G,25.54995258,85.04685389
4G,25.6392082,85.17921911
LTE,25.62832282,85.13444695
5G,25.49754716,85.06769587
4G,25.43885178,85.12646378
LTE,25.74275098,85.2244304
4G,25.61092462,85.2346103
LTE,25.67212591,84.98828024
3G,25.58360787,85.13665602
4G,25.57960227,85.28773557
LTE,25.6548876,85.07467663
3G,25.68440851,85.01204634
LTE,25.67550882,85.00996047
3G,25.67009896,85.24526933
4G,25.67265799,85.21691206
5G,25.69083174,85.09964424
5G,25.47225797,85.19168892
4G,25.71976707,85.14622946
3G,25.53924876,85.28665636
4G,25.58066135,85.07996596
5G,25.46212395,85.17907851
LTE,25.74438983,85.0645242
5G,25.52415566,85.26282856
LTE,25.65479145,85.17951581
5G,25.51023863,85.18084921
5G,25.670131,85.25589866
4G,25.64873256,85.06952853
5G,25.60874522,85.28747652
4G,25.61696311,85.13707726
4G,25.66815695,85.13291888
4G,25.62924079,85.25110615
3G,25.42445661,85.1673732
4G,25.50344191,85.25032597
5G,25.66775265,85.01443034
5G,25.59208228,84.96185814
5G,25.54226469,85.136312
4G,25.5995747,84.97533122
3G,25.69756198,85.07610561
3G,25.69148344,85.07547465
3G,25.46155396,85.13172081
LTE,25.49630526,85.23185776
LTE,25.6309961,85.21041493
4G,25.58419137,85.09809389
LTE,25.65334703,85.26618091
5G,25.65334756,85.22471978
3G,25.43575805,85.20075347
4G,25.56587052,85.06535354
3G,25.54803497,85.24344144
LTE,25.60161705,85.17376694
LTE,25.72933023,85.15113509
5G,25.65098632,85.12053889
4G,25.59626335,85.17835712
3G,25.55155469,85.20024223
4G,25.45324691,85.08764508
3G,25.72020652,85.03903293
LTE,25.53390032,85.08846118
LTE,25.65010932,85.11513721
3G,25.67669286,85.0210676
LTE,25.7105774,85.19797892
5G,25.70997571,85.27031724
LTE,25.44477449,85.23056776
4G,25.60540374,85.14929063
3G,25.59288549,85.0577518
LTE,25.50899756,85.0856943
5G,25.47938275,85.10298852
LTE,25.61038661,85.25262612
4G,25.52812764,85.15755262
LTE,25.49045487,85.13063372
5G,25.68255511,85.17912019
LTE,25.54751954,84.98371422
LTE,25.58278691,85.19581604
3G,25.61695291,85.19193369
4G,25.58892565,85.0562243
5G,25.56377596,84.97930876
LTE,25.59772288,84.99555895
LTE,25.61118691,85.09904999
4G,25.59670671,85.2536224
3G,25.45359586,85.2078953
3G,25.64592459,85.26071192
5G,25.62244063,84.96049512
3G,25.64340051,85.20702305
3G,25.42557401,85.09481936
LTE,25.43823229,85.06877055
4G,25.61171016,85.10407684
LTE,25.70087317,85.15051452
3G,25.47023292,85.18793356
5G,25.7230877,85.18624075
5G,25.47756249,85.16711897
5G,25.49971492,85.21903896
3G,25.54306557,85.19687989
5G,25.61543203,85.21624867
3G,25.66059826,85.29401583
5G,25.64918439,85.09823643
4G,25.65844199,85.19655345
3G,25.67435428,85.13230656
LTE,25.67081467,85.00410629
LTE,25.50103607,85.19631798
3G,25.58880305,85.22911426
5G,25.57181787,85.05556082
3G,25.64031071,85.20624061
4G,25.50520127,85.0440519
3G,25.54812952,85.21553256
4G,25.62539714,85.00218608
3G,25.5529905,85.0404555
4G,25.67179209,85.03835306
5G,25.60454975,85.08847392
5G,25.5972064,85.04803483
5G,25.52663475,85.14770911
LTE,25.62603108,85.25294702
4G,25.52230199,85.0398392
5G,25.42980304,85.15238386
LTE,25.67851899,85.0367316
3G,25.43614185,85.21093973
5G,25.70458655,85.03537448
LTE,25.64296593,85.04420312
3G,25.61006154,85.31613236
LTE,25.6778619,85.1047552
5G,25.58310272,84.9792189
4G,25.64483343,85.24495473
LTE,25.62495543,85.00877065
4G,25.59196999,85.20842232
LTE,25.67084885,85.05365958
LTE,25.65105197,85.15730638
5G,25.71308503,85.1122217
LTE,25.59454742,85.30361729
5G,25.70161238,84.99929528
3G,25.70731712,85.08335767
5G,25.64171165,84.98143068
LTE,25.71830345,85.13736144
LTE,25.62430902,85.03191406
3G,25.51050524,85.2834031
4G,25.722205,85.01451437
4G,25.45461947,85.08939284
4G,25.74160191,85.06446506
5G,25.63325984,85.10747242
4G,25.71247739,85.03780869
4G,25.52933568,85.26628753
LTE,25.59577167,85.25411898
LTE,25.64381626,84.98545925
3G,25.47417581,85.18951033
LTE,25.42156665,85.15783348
LTE,25.57075582,85.04364804
LTE,25.68278807,84.99681852
4G,25.58925314,85.1953059
4G,25.7422545,85.23000213
3G,25.5484188,85.206924
4G,25.75049262,85.1125671
4G,25.74034659,85.19717431
5G,25.64050092,85.17790163
5G,25.47116915,85.17507581
LTE,25.45570571,85.13912697
4G,25.49662379,85.28096727
3G,25.76857861,85.12445676
5G,25.51780694,85.05022231
4G,25.52016032,85.18326327
3G,25.57085052,85.08196811
4G,25.53222448,85.14387787
5G,25.56931617,85.14991628
3G,25.59515515,85.24166481
LTE,25.73665738,85.13456315
4G,25.70011285,85.04753765
4G,25.64869014,85.20222
LTE,25.60635935,84.98594474
LTE,25.63135131,84.9871235
5G,25.62796987,85.22132375
LTE,25.55294467,85.1566303
3G,25.62566651,85.07845625
3G,25.55961052,85.22631227
4G,25.68045948,85.06242276
4G,25.57376276,85.00658241
4G,25.5411996,85.15949613
LTE,25.76143604,85.10916157
5G,25.63386751,85.23934066
5G,25.64146357,85.1296004
3G,25.60307181,85.14004809
LTE,25.60805249,85.14689472
3G,25.63170977,85.10585734
LTE,25.72631371,85.09634829
5G,25.69676999,85.19533734
4G,25.45470989,85.04972596
3G,25.70084644,85.11510815
3G,25.74436591,85.08896816
4G,25.47533584,85.26806249
4G,25.64734745,84.99891825
4G,25.50438298,85.14245314
5G,25.65024538,85.01094974
3G,25.57727772,85.18939034
4G,25.74025729,85.09750676
LTE,25.64294012,85.01272073
LTE,25.50971189,85.29093905
5G,25.51655173,85.02090653
LTE,25.74064848,85.17085247
3G,25.52621298,85.04416537
LTE,25.71456973,85.26686453
4G,25.71157598,85.18921096
LTE,25.57361177,85.30039928
5G,25.58454268,85.06928813
5G,25.59090934,84.98799972
4G,25.66680062,85.19353093
3G,25.62257899,84.96247104
4G,25.42891903,85.18875546
LTE,25.66153813,85.10504032
5G,25.42097419,85.13936039
5G,25.5559658,85.128778
LTE,25.53031017,84.99034953
4G,25.58845023,85.3013202
3G,25.7157922,85.22894797
LTE,25.59945009,85.03398997
5G,25.48255802,85.16724302
4G,25.5285088,85.04247133
LTE,25.63406702,85.03121132
4G,25.65835741,85.0172887
3G,25.61799944,85.27133953
LTE,25.55638315,85.2265521
3G,25.52476929,85.0742319
3G,25.66317785,85.21897904
5G,25.52920693,85.05008297
3G,25.43747717,85.11573267
4G,25.54304315,85.03030863
LTE,25.54624841,85.29463463
5G,25.61490468,85.10884858
5G,25.45918814,85.08206048
LTE,25.68423118,85.09856173
5G,25.74209452,85.2216451
LTE,25.61986544,85.07875431
LTE,25.58291603,85.17383063
5G,25.72245848,85.16925067
4G,25.62510422,84.99413942
3G,25.65716011,85.03395576
5G,25.51158022,85.00167873
3G,25.65785546,85.06991666
LTE,25.60654511,84.98799459
5G,25.55767154,85.08886225
3G,25.53523483,85.28659448
5G,25.7146996,85.17252827
LTE,25.54493674,85.21830603
5G,25.54425016,85.14377138
LTE,25.73077357,85.13056456
4G,25.72327874,85.0537602
LTE,25.49100187,85.09992312
LTE,25.60542728,85.21016179
4G,25.57410116,85.23917919
5G,25.65947274,85.21801261
3G,25.48183749,85.12522494
3G,25.64548404,85.08122661
5G,25.7440381,85.16695232
3G,25.63951119,84.98291292
3G,25.45512176,85.21783369
4G,25.54883422,85.08598102
4G,25.49145402,85.13762021
3G,25.56777655,85.20671105
5G,25.67993319,85.15319484
LTE,25.65644996,85.06940033
5G,25.65846114,85.00923316
5G,25.60148198,85.22118761
LTE,25.73918127,85.20528585
3G,25.44081207,85.0494374
3G,25.64333189,85.11741564
4G,25.47883885,85.06699609
5G,25.60193453,85.03971005
5G,25.5566916,85.04765909
3G,25.4827371,85.01287803
5G,25.46829772,85.07347676
3G,25.54454607,85.18554006
LTE,25.45611643,85.20647241
4G,25.52874987,84.99154574
3G,25.70373646,85.16402358
5G,25.56788164,85.11377043
4G,25.52905872,85.19035799
3G,25.45097716,85.09281394
LTE,25.70386178,85.05110254
5G,25.42168887,85.13948514
4G,25.73729629,85.20469334
5G,25.70807077,85.07758492
5G,25.70412391,85.01442701
LTE,25.59519923,85.01810076
3G,25.468126,85.16879385
5G,25.46551592,85.10009594
4G,25.56704596,85.02001429
5G,25.54728234,85.11818988
5G,25.53484045,85.27741068
5G,25.59360025,85.01538092
3G,25.59381965,84.97900114
LTE,25.68132792,85.14263992
LTE,25.66741865,85.28566107
4G,25.55614961,85.0591492
5G,25.49245703,85.14324576
5G,25.53056758,85.03319098
4G,25.57533533,85.309935
3G,25.67520214,85.02504422
4G,25.5994634,85.11142124
3G,25.45857796,85.23237507
LTE,25.52725476,85.0753462
4G,25.54825913,85.09654763
4G,25.55549366,85.27353909
5G,25.48769749,85.13577949
LTE,25.71854386,85.11102326
3G,25.56118462,85.15800969
3G,25.47324355,85.18508592
3G,25.65619907,85.15594557
3G,25.72284518,85.114491
3G,25.55565443,85.15517979
LTE,25.64654664,85.01435792
3G,25.55121983,85.1471053
LTE,25.55874461,84.98808673
LTE,25.53767216,85.10684627
3G,25.49609916,85.03009399
5G,25.67339686,85.27144195
4G,25.67336277,85.28995473
3G,25.70253878,85.11181604
4G,25.68204683,85.00270088
5G,25.59505062,85.18121639
3G,25.69551274,85.12608565
LTE,25.43467703,85.20175297
4G,25.46246387,85.1016723
5G,25.46422104,85.16894888
LTE,25.72268231,85.087721
LTE,25.47574666,85.19853494
3G,25.72213136,85.15624246
5G,25.51074088,85.29495732
3G,25.45552199,85.18312313
5G,25.60675428,85.14540391
LTE,25.53648434,85.21644562
5G,25.61508103,85.27616828
5G,25.57641588,85.00412359
LTE,25.62023674,85.12649955
4G,25.48117372,85.06802064
LTE,25.48631381,85.12474431
LTE,25.69765619,85.20245585
3G,25.71272445,85.20872163
4G,25.62319419,85.26029321
3G,25.43844403,85.08917554
LTE,25.75464446,85.11907876
5G,25.62714059,84.99271035
4G,25.70203876,85.27579754
4G,25.54446419,85.21193412
3G,25.67080179,85.00885505
4G,25.47169915,85.03320543
4G,25.54964671,85.07194061
5G,25.4645003,85.14116542
LTE,25.72553271,85.21964243
3G,25.71051798,85.21833597
5G,25.67402927,85.17979854
4G,25.56696978,85.03047056
4G,25.75837062,85.11593799
4G,25.62875831,85.00762818
LTE,25.65501484,85.21703687
4G,25.50777067,85.06493149
4G,25.64920376,85.12834492
4G,25.74521748,85.12036972
5G,25.63786815,84.98674302
3G,25.49480517,85.23194426
4G,25.65663308,85.02757369
5G,25.57199968,85.22131596
5G,25.68892324,85.13418807
5G,25.66943068,85.042118
4G,25.44008211,85.10419064
LTE,25.55407605,85.18474159
5G,25.55561867,85.28024471
3G,25.60998632,85.217033
3G,25.67892296,85.01591944
3G,25.7163835,85.04822798
4G,25.64686892,85.11909725
5G,25.56570321,85.29967505
5G,25.64922091,85.2644131
5G,25.72655848,85.18968712
4G,25.60741875,85.28288139
LTE,25.72418344,85.05138022
5G,25.44065362,85.14935788
3G,25.59773714,84.97928877
4G,25.51194121,85.02133336
4G,25.56418748,85.18372811
LTE,25.60372707,85.1458826
3G,25.42541294,85.18513226
3G,25.54810305,85.1812042
5G,25.57914576,85.09529907
LTE,25.4240762,85.09324758
5G,25.57967075,85.18385146
3G,25.55690505,85.04213647
5G,25.66384815,85.25869928
4G,25.700422,85.2756537
LTE,25.55594043,85.09861543
LTE,25.46318073,85.1511674
4G,25.64591818,85.14140773
LTE,25.52836801,85.07348096
5G,25.44799718,85.23033943
LTE,25.66763836,85.19605981
4G,25.55655096,85.09892341
LTE,25.53557474,85.1822237
5G,25.61424544,85.1449245
LTE,25.63531702,85.16181937
4G,25.73423142,85.03125881
LTE,25.70598716,85.12017633
LTE,25.5880989,85.04957022
5G,25.5762954,85.01269026
LTE,25.50486603,85.19594677
LTE,25.55346633,85.15264145
5G,25.61006371,85.29851735
LTE,25.62160032,85.06720447
4G,25.7171171,85.02415286
5G,25.43843119,85.0821884
5G,25.4945818,85.11160784
3G,25.60441581,85.19353962
4G,25.73886683,85.08622127
LTE,25.66678962,85.25151538
4G,25.73354847,85.03554639
LTE,25.60758008,85.1140196
5G,25.51963236,85.17824188
3G,25.60549543,85.28253243
4G,25.53861721,85.20539705
LTE,25.48057507,85.19202985
3G,25.60876205,85.31476546
5G,25.46910185,85.03636972
5G,25.68522051,85.13977015
5G,25.59432268,85.2022188
3G,25.70061377,85.14557177
5G,25.72377193,85.19556176
4G,25.74651576,85.04829672
3G,25.66176038,85.18885864
LTE,25.56698125,85.12149072
LTE,25.54771181,85.25276603
3G,25.63614506,85.15602764
5G,25.44963632,85.17186836
3G,25.46940119,85.18123389
4G,25.57197455,84.98645601
4G,25.68992639,85.26517172
LTE,25.7469339,85.04628203
5G,25.43842139,85.10543508
4G,25.577304,85.14917861
4G,25.63965249,85.22967846
3G,25.74701831,85.0631782
4G,25.63278383,85.07849207
5G,25.6225622,85.21239703
5G,25.59104518,85.06696674
4G,25.41961724,85.17839965
4G,25.55821571,85.24357867
3G,25.76669891,85.16042516
3G,25.61728017,85.05302063
3G,25.71342461,85.10534233
5G,25.49298318,85.1143747
LTE,25.66707402,85.26295054
3G,25.68603949,85.00834178
4G,25.45300261,85.12486229
4G,25.65247199,85.1466573
4G,25.50276236,85.00542453
LTE,25.52461813,85.12829131
3G,25.41788343,85.11121879
4G,25.42652362,85.17467693
3G,25.6127802,84.96772456
5G,25.57710046,85.31017221
5G,25.67300848,85.08391117
3G,25.5422751,85.26261269
4G,25.48387618,85.2012496
5G,25.48140737,85.14013951
LTE,25.63502375,85.22288025
3G,25.71478741,85.2224871
5G,25.50722874,85.16535131
4G,25.50740425,85.08200365
LTE,25.69788351,85.15717578
5G,25.54552881,84.96614123
3G,25.50350006,85.28008548
3G,25.51989837,85.11638244
LTE,25.68987033,85.01724733
3G,25.6445503,85.28669569
LTE,25.63716323,85.01262443
LTE,25.52376507,84.98672483
3G,25.62885261,85.30226212
3G,25.50293408,85.179576
4G,25.43222605,85.0640439
5G,25.73392392,85.17476738
3G,25.59622888,85.00851733
LTE,25.76133065,85.19265842
LTE,25.68273854,85.00654631
4G,25.49539386,85.27734363
LTE,25.62812984,85.04683634
4G,25.65069672,85.23902678
LTE,25.58838215,84.9899396
4G,25.47989345,85.20325972
5G,25.51511824,85.04647266
5G,25.57063506,85.26243348
3G,25.73917549,85.20745211
3G,25.63203782,85.27390337
5G,25.55742123,85.01259434
5G,25.57601068,85.0586188
5G,25.707613,85.219537
4G,25.54833216,85.14214396
5G,25.6353773,84.96576486
4G,25.52392725,85.06814106
4G,25.62585796,85.02122737
5G,25.68563942,85.17944303
LTE,25.46419574,85.22992866
3G,25.67936613,85.15713468
4G,25.71480494,85.21624393
3G,25.60425692,85.11388109
LTE,25.42612602,85.19522201
3G,25.76987528,85.13955316
5G,25.62587767,85.19877694
LTE,25.62466373,85.0045141
5G,25.47717101,85.13574899
LTE,25.64030695,85.07954196
4G,25.73965815,85.04077112
4G,25.69108356,85.22137156
4G,25.52002559,85.17643343
4G,25.47885749,85.05708827
5G,25.53310928,85.05661883
4G,25.52202937,85.09626757
3G,25.5326843,85.25116291
4G,25.51208064,85.29694533
4G,25.58512288,85.16833596
3G,25.69761005,85.07364224
LTE,25.56443299,85.01363479
4G,25.66935591,85.09324383
5G,25.54061423,85.13563684
5G,25.52617347,85.09044615
3G,25.6520319,85.26955308
4G,25.69367766,85.01465514
3G,25.63016029,84.99214611
3G,25.7001634,85.19036006
4G,25.59008132,85.22056554
3G,25.56787416,85.15377482
5G,25.5002046,84.99484248
LTE,25.57035573,85.17674297
5G,25.52659808,85.14648631
LTE,25.64493451,85.21024118
LTE,25.54878478,85.17000432
4G,25.67996527,85.06863274
LTE,25.50310535,85.03463895
LTE,25.62129296,85.18566301
3G,25.49827734,85.23175989
4G,25.72837332,85.10718231
4G,25.52221245,85.12228974
4G,25.6558198,85.01473779
3G,25.61225486,85.30461465
LTE,25.73976207,85.14382164
5G,25.56861384,85.12096899
5G,25.65136588,85.09284396
3G,25.46556212,85.12321445
3G,25.63493835,85.01770833
3G,25.63082125,85.00518723
5G,25.47164246,85.26018559
5G,25.51753057,84.99456159
LTE,25.5131907,85.24769179
3G,25.62966064,85.30435565
4G,25.46843994,85.18055324
5G,25.65700315,85.17763255
LTE,25.59191627,84.9683796
3G,25.5450553,84.99997482
3G,25.65834777,85.2460997
4G,25.5016105,85.18752268
5G,25.62935665,85.21692505
3G,25.57680626,85.20216827
5G,25.56624827,85.2835271
LTE,25.58051122,85.10522927
LTE,25.45549374,85.14115308
3G,25.67538767,85.28584055
LTE,25.45587509,85.06049065
LTE,25.66699555,85.03658526
4G,25.42950877,85.20819864
LTE,25.65299033,85.25748614
3G,25.46264517,85.04418389
4G,25.48776921,85.14636804
5G,25.43817562,85.128304
3G,25.551287,85.07483772
4G,25.48010195,85.14989144
3G,25.62423517,85.30861176
5G,25.7077975,85.0339892
3G,25.44507218,85.21826288
LTE,25.44758271,85.22320374
3G,25.53329118,85.24796408
LTE,25.61123969,85.11062627
3G,25.6531205,85.12724927
4G,25.59531974,85.31026671
3G,25.55397825,85.23652972
3G,25.43124566,85.07824436
5G,25.61261131,85.21633254
3G,25.49963816,85.15830068
5G,25.53627309,85.16016878
LTE,25.70606798,85.24211209
5G,25.47637754,85.12379476
LTE,25.41755477,85.11967331
3G,25.67222825,85.2223665
3G,25.67741755,85.08363969
LTE,25.72539338,85.04703967
3G,25.46840593,85.15740611
4G,25.65923053,85.06779929
5G,25.43266754,85.13814867
LTE,25.64297369,85.24245829
5G,25.65823374,85.16445902
3G,25.74288135,85.06105928
5G,25.52551418,85.05557122
5G,25.71308528,85.22949773
3G,25.52465375,85.14211083
5G,25.50280448,85.24824007
3G,25.49199419,85.16796173
LTE,25.43472775,85.0799934
4G,25.70084303,85.1973416
3G,25.55991762,85.02290265
4G,25.55045654,85.16712431
5G,25.64178078,85.26757611
4G,25.47766046,85.06015793
4G,25.50075936,85.12988118
3G,25.60874535,85.28960243
LTE,25.62285741,85.13594183
4G,25.48222128,85.0701659
5G,25.49094441,85.04381701
LTE,25.64161497,85.21523255
3G,25.53554436,84.99845845
4G,25.56173378,85.00927347
LTE,25.69683695,85.02264413
4G,25.69609047,85.15662253
5G,25.72462495,85.13087839
5G,25.64276832,85.14953914
LTE,25.60672062,85.1593495
4G,25.50140024,84.99534197
5G,25.5714551,85.02919402
3G,25.6738058,85.06006714
LTE,25.47391019,85.2594417
LTE,25.70217011,85.08385869
3G,25.70152528,85.0588863
